,doc,RegId,RegIdConf,approval_textract,approval_tesseract,approval_table_lookup,twenty_textract,twenty_tesseract,twenty_table_lookup,history
0,,,,,,,,,,
1,CUR6470-01_2283_05132023_0001133576-C001185582-00-bottom.tif,Y0020_WCM_79520E_C INTERNAL APPROVED 07282021 NA2WCMEOB79520E_2022,98.29122866996765,Y0020_WCM_79520E_CINTERNAL APPROVED 07282021,Y0020_WCM_79520E_C INTERNAL APPROVED 07282021,Y0020 WCM 79520E_C INTERNAL APPROVED 07282021,NA2WCMEOB79520E_2022,NA2WCMEOB79520E_2022,NA2WCMEOB79520E_2022,"['Tesseract app code is Y0020_WCM_79520E_C INTERNAL APPROVED 07282021', 'Textract app code is Y0020_WCM_79520E_CINTERNAL APPROVED 07282021', 'Tesseract twenty code is NA2WCMEOB79520E_2022', 'Textract twenty code is NA2WCMEOB79520E_2022']"
2,CUR6470-01_2283_05132023_0001133576-C001185587-00-bottom.tif,Y0020_WCM_79520E_C INTERNAL APPROVED 07282021 NA2WCMEOB79520E_2022,98.532456904068,Y0020_WCM_79520E_CINTERNAL APPROVED 07282021,Y0020_WCM_79520E_C INTERNAL APPROVED 07282021,Y0020 WCM 79520E_C INTERNAL APPROVED 07282021,NA2WCMEOB79520E_2022,NA2WCMEOB79520E_2022,NA2WCMEOB79520E_2022,"['Tesseract app code is Y0020_WCM_79520E_C INTERNAL APPROVED 07282021', 'Textract app code is Y0020_WCM_79520E_CINTERNAL APPROVED 07282021', 'Tesseract twenty code is NA2WCMEOB79520E_2022', 'Textract twenty code is NA2WCMEOB79520E_2022']"
3,CUR6470-01_2283_05132023_0001133576-C001185590-00-bottom.tif,Y0020_WCM_79520E_C INTERNAL APPROVED 07282021 NA2WCMEOB79520E_2022,81.9716792132499,Y0020_WCM_79520E_CINTERNAL APPROVED 07282021,Y0020_WCM_79520E_C INTEMAL APPROVED 07282021,Y0020 WCM 79520E_C INTERNAL APPROVED 07282021,NA2WCMEOB79520E_2022,NA2WCMEOB79520E_2022,NA2WCMEOB79520E_2022,"['Tesseract app code is Y0020_WCM_79520E_C INTEMAL APPROVED 07282021', 'Textract app code is Y0020_WCM_79520E_CINTERNAL APPROVED 07282021', 'Tesseract twenty code is NA2WCMEOB79520E_2022', 'Textract twenty code is NA2WCMEOB79520E_2022']"
4,CUR6470-01_2283_05132023_0001133586-C001185929-00-bottom.tif,Y0020_WCM_79520E_C INTERNAL APPROVED 07282021 NA2WCMEOB79520E_2022,92.63117885658265,Y0020_WCM_79520E_CINTERNAL APPROVED 07282021,Y0020_WCM_79520E_C INTERNAL APPROVED 07282021,Y0020 WCM 79520E_C INTERNAL APPROVED 07282021,NA2WCMEOB79520E_2022,NA2WCMEOB79520E_2022,NA2WCMEOB79520E_2022,"['Tesseract app code is Y0020_WCM_79520E_C INTERNAL APPROVED 07282021', 'Textract app code is Y0020_WCM_79520E_CINTERNAL APPROVED 07282021', 'Tesseract twenty code is NA2WCMEOB79520E_2022', 'Textract twenty code is NA2WCMEOB79520E_2022']"
5,CUR6470-01_2283_05132023_0001133586-C001185952-00-bottom.tif,Y0020_WCM_79520E_C INTERNAL APPROVED 07282021 NA2WCMEOB79520E_2022,91.61652997589111,Y0020_WCM_79520E_CINTERNAL APPROVED 07282021,Y0020_WCM_79520E_C INTERNAL APPROVED 07282021,Y0020 WCM 79520E_C INTERNAL APPROVED 07282021,NA2WCMEOB79520E_2022,NA2WCMEOB79520E_2022,NA2WCMEOB79520E_2022,"['Tesseract app code is Y0020_WCM_79520E_C INTERNAL APPROVED 07282021', 'Textract app code is Y0020_WCM_79520E_CINTERNAL APPROVED 07282021', 'Tesseract twenty code is NA2WCMEOB79520E_2022', 'Textract twenty code is NA2WCMEOB79520E_2022']"
6,CUR6470-01_2283_05132023_0001133586-C001185956-00-bottom.tif,Y0020_WCM_79520E_C INTERNAL APPROVED 07282021 NA2WCMEOB79520E_2022,84.79176298024052,0020_WCM_79520E_CIMERMAL APPROVED 07282021,Y0020_WCM_79520E_C INTERNAL APPROVED 07282021,Y0020 WCM 79520E_C INTERNAL APPROVED 07282021,NA2WCMEOB79520E_2022,NA2WCMEOB79520E_2022,NA2WCMEOB79520E_2022,"['Tesseract app code is Y0020_WCM_79520E_C INTERNAL APPROVED 07282021', 'Textract app code is 0020_WCM_79520E_CIMERMAL APPROVED 07282021', 'Tesseract twenty code is NA2WCMEOB79520E_2022', 'Textract twenty code is NA2WCMEOB79520E_2022']"
7,CUR6470-01_2283_05132023_0001133586-C001185966-00-bottom.tif,Y0020_WCM_79520E_C INTERNAL APPROVED 07282021 NA2WCMEOB79520E_2022,93.20738693237305,Y0020_WCM_79520E_CINTERNALAPPROVED 07282021,Y0020_WCM_79520E_C INTERNAL APPROVED 07282021,Y0020 WCM 79520E_C INTERNAL APPROVED 07282021,NA2WCMEOB79520E 2022,NA2WCMEOB79520E_2022,NA2WCMEOB79520E_2022,"['Tesseract app code is Y0020_WCM_79520E_C INTERNAL APPROVED 07282021', 'Textract app code is Y0020_WCM_79520E_CINTERNALAPPROVED 07282021', 'Tesseract twenty code is NA2WCMEOB79520E_2022', 'Textract twenty code is NA2WCMEOB79520E 2022']"
8,CUR6470-01_2283_05132023_0001133589-C001186086-00-bottom.tif,Y0020_WCM_79520E_C INTERNAL APPROVED 07282021 NA2WCMEOB79520E_2022,97.83612354049683,Y0020_WCM_79520E_C INTERNAL APPROVED 07282021,Y0020_WCM_79520E_C INTERNAL APPROVED 07282021,Y0020 WCM 79520E_C INTERNAL APPROVED 07282021,NA2WCMEOB79520E_2022,NA2WCMEOB79520E_2022,NA2WCMEOB79520E_2022,"['Tesseract app code is Y0020_WCM_79520E_C INTERNAL APPROVED 07282021', 'Textract app code is Y0020_WCM_79520E_C INTERNAL APPROVED 07282021', 'Tesseract twenty code is NA2WCMEOB79520E_2022', 'Textract twenty code is NA2WCMEOB79520E_2022']"
9,CUR6470-01_2283_05132023_0001133591-C001186126-00-bottom.tif,Y0020_WCM_79520E_C INTERNAL APPROVED 07282021 NA2WCMEOB79520E_2022,94.60797565635681,Y0020_WCM_79520E_CI INTERNAL APPROVED 07282021,Y0020_WCM_79520E_C INTERNAL APPROVED 07282021,Y0020 WCM 79520E_C INTERNAL APPROVED 07282021,NA2WCMEOB79520E_2022,NA2WCMEOB79520E_2022,NA2WCMEOB79520E_2022,"['Tesseract app code is Y0020_WCM_79520E_C INTERNAL APPROVED 07282021', 'Textract app code is Y0020_WCM_79520E_CI INTERNAL APPROVED 07282021', 'Tesseract twenty code is NA2WCMEOB79520E_2022', 'Textract twenty code is NA2WCMEOB79520E_2022']"
10,CUR6470-01_2283_05132023_0001133591-C001186132-00-bottom.tif,Y0020_WCM_108136E_C INTERNAL APPROVED 08112022 NA3WCMLTR08136E_0000,98.91157954406738,Y0020_WCM_108136E_CINTERNAL APPROVED 08112022,Y0020_WCM_108136E_C INTERNAL APPROVED 08112022,Y0020 WCM_108136E_C INTERNAL APPROVED 08112022,NA3WCMLTR08136E_0000,NA3WCMLTRO08136E_0000,NA3WCMLTR08136E_0000,"['Tesseract app code is Y0020_WCM_108136E_C INTERNAL APPROVED 08112022', 'Textract app code is Y0020_WCM_108136E_CINTERNAL APPROVED 08112022', 'Tesseract twenty code is NA3WCMLTRO08136E_0000', 'Textract twenty code is NA3WCMLTR08136E_0000']"
11,CUR6470-01_2283_05132023_0001133591-C001186157-00-bottom.tif,Y0020_ WCM_79520E_C INTERNAL APPROVED 07282021 NA2WCMEOB79520E_2022,95.54825487935022,Y0020_WCM_79520E_CINTERNALAPPROVED 07282021,Y0020_ WCM_79520E_C INTEMAL APPROVED 07282021,Y0020 WCM 79520E_C INTERNAL APPROVED 07282021,NA2WCMEOB79520E_2022,NA2WCMEOB79520E_2022,NA2WCMEOB79520E_2022,"['Tesseract app code is Y0020_ WCM_79520E_C INTEMAL APPROVED 07282021', 'Textract app code is Y0020_WCM_79520E_CINTERNALAPPROVED 07282021', 'Tesseract twenty code is NA2WCMEOB79520E_2022', 'Textract twenty code is NA2WCMEOB79520E_2022']"
12,CUR6470-01_2299_05132023_0001133597-C001194504-00-bottom.tif,Y0020_WCM_100186E_C INTERNAL APPROVED 07252022 NA3WCMEOB00186E_0000,81.7623827196239,Y0020_WCM_100186E_CINTEMALAPPROVED 07252022,Y0020_WCM_100186E_C INTERNAL APPROVED 07252022,Y0020 WCM 100186E C INTERNAL APPROVED 07252022,NA3WCMEOB00186E 0000,NA3WCMEOBO00186E_0000,NA3WCMEOB00186E_0000,"['Tesseract app code is Y0020_WCM_100186E_C INTERNAL APPROVED 07252022', 'Textract app code is Y0020_WCM_100186E_CINTEMALAPPROVED 07252022', 'Tesseract twenty code is NA3WCMEOBO00186E_0000', 'Textract twenty code is NA3WCMEOB00186E 0000']"
13,CUR6470-01_2299_05132023_0001133597-C001194534-04-bottom.tif,S4802_PDP_103415M_C INTERNAL APPROVED 07082022 NA3PDGINS03415M_PMIL,100.0,S4802_PDP_103415M_C INTERNAL APPROVED 07082022,S4802_PDP_103415M_C INTERNAL APPROVED 07082022,S4802_PDP_103415M_C INTERNAL APPROVED 07082022,NA3PDGINS03415M_PMIL,NA3PDGINS03415M_PMIL,NA3PDGINS03415M_PMIL,"['Tesseract app code is S4802_PDP_103415M_C INTERNAL APPROVED 07082022', 'Textract app code is S4802_PDP_103415M_C INTERNAL APPROVED 07082022', 'Tesseract twenty code is NA3PDGINS03415M_PMIL', 'Textract twenty code is NA3PDGINS03415M_PMIL']"
14,CUR6470-01_2299_05132023_0001133597-C001194543-04-bottom.tif,S4802_PDP_103415M_C INTERNAL APPROVED 07082022 NA3PDGINSO3415M_PMIL,100.0,S4802_PDP_103415M_C INTERNAL APPROVED 07082022,S4802_PDP_103415M_C INTERNAL APPROVED 07082022,S4802_PDP_103415M_C INTERNAL APPROVED 07082022,NA3PDGINSO3415M_PMIL,NA3PDGINSO3415M_PMIL,NA3PDGINSO3415M_PMIL,"['Tesseract app code is S4802_PDP_103415M_C INTERNAL APPROVED 07082022', 'Textract app code is S4802_PDP_103415M_C INTERNAL APPROVED 07082022', 'Tesseract twenty code is NA3PDGINSO3415M_PMIL', 'Textract twenty code is NA3PDGINSO3415M_PMIL']"
15,CUR6470-01_2299_05132023_0001133597-C001194545-02-bottom.tif,Y0020_WCM_64227E_C INTERNAL APPROVED 09272020 NAOWCMLTR64227E_0000,95.67065525898742,Y0020_WCM_64227E_C INTERNAL APPROVED 09272020,0020_ WCM  64227E _C INTERNAL APPROVED 09272020,Y0020_WCM_64227E_C INTERNAL APPROVED 09272020,NAOWCMLTR64227E_0000,NAOWCMLTR64227E_0000,NA0WCMLTR64227E_0000,"['Tesseract app code is 0020_ WCM  64227E _C INTERNAL APPROVED 09272020', 'Textract app code is Y0020_WCM_64227E_C INTERNAL APPROVED 09272020', 'Tesseract twenty code is NAOWCMLTR64227E_0000', 'Textract twenty code is NAOWCMLTR64227E_0000']"
16,CUR6470-01_2299_05132023_0001133597-C001194566-01-bottom.tif,NJ024949_PRO_LTR_ENG INTERNAL APPROVED 01252014 ,49.531587360458566,NJ024949_PRO_LTR_ENG INTERNAL APPROVED 01252014,NJ024949_PRO_LTR_ENG INTEMAL APPROVED 01252014,NJ024950_PRO_LTR_ENG INTERNAL APPROVED 02052014,,,,"['Tesseract app code is PO BOX 31368 TAMPA FLORIDA 33631336', 'Tesseract app code is NJ024949_PRO_LTR_ENG INTEMAL APPROVED 01252014', 'Textract app code is NJ024949_PRO_LTR_ENG INTERNAL APPROVED 01252014']"
17,CUR6470-01_2299_05132023_0001133597-C001194568-01-bottom.tif,Y0020_WCM_91154E_C INTERNAL APPROVED 11022021 NA2PDGLTR20449E_0000,99.10202304077148,Y0020_WCM_91154E_C INTERNAL APPROVED 11022021,YO020_WCM_91154E _C INTERNAL APPROVED 11022021,Y0020_WCM_91154E_C INTERNAL APPROVED 11022021,NA2PDGLTR20449E_0000,NA2PDGLTR20449E_0000,NA2PDGLTR20449E_0000,"['Tesseract app code is YO020_WCM_91154E _C INTERNAL APPROVED 11022021', 'Textract app code is Y0020_WCM_91154E_C INTERNAL APPROVED 11022021', 'Tesseract twenty code is NA2PDGLTR20449E_0000', 'Textract twenty code is NA2PDGLTR20449E_0000']"
18,CUR6470-01_2299_05132023_0001133599-C001194611-04-bottom.tif,S4802_PDP_103415M_C INTERNAL APPROVED 07082022 NA3PDGINSO3415M_PMIL,100.0,S4802_PDP_103415M_C INTERNAL APPROVED 07082022,S4802_PDP_103415M_C INTERNAL APPROVED 07082022,S4802_PDP_103415M_C INTERNAL APPROVED 07082022,NA3PDGINSO3415M_PMIL,NA3PDGINSO3415M_PMIL,NA3PDGINSO3415M_PMIL,"['Tesseract app code is S4802_PDP_103415M_C INTERNAL APPROVED 07082022', 'Textract app code is S4802_PDP_103415M_C INTERNAL APPROVED 07082022', 'Tesseract twenty code is NA3PDGINSO3415M_PMIL', 'Textract twenty code is NA3PDGINSO3415M_PMIL']"
19,CUR6470-01_2299_05132023_0001133599-C001194642-00-bottom.tif,Y0020_WCM_ 56038E_C INTERNAL APPROVED 06052020 NAOWCMEOB56038E_0000,95.82999472885132,Y0020_WCM_56038E_C INTERNAL APPROVED 06052020,Y0020_WCM _ 56038E_ C INTERNAL APPROVED 06052020,Y0020_WCM 56038E_C INTERNAL APPROVED 06052020,NAOWCMEOB56038E_0000,NAOWCMEOB56038E_0000,NA0WCMEOB56038E_0000,"['Tesseract app code is Y0020_WCM _ 56038E_ C INTERNAL APPROVED 06052020', 'Textract app code is Y0020_WCM_56038E_C INTERNAL APPROVED 06052020', 'Tesseract twenty code is NAOWCMEOB56038E_0000', 'Textract twenty code is NAOWCMEOB56038E_0000']"
20,CUR6470-01_2299_05132023_0001133599-C001194683-00-bottom.tif,Y0020_WCM_80379E_C INTERNAL APPROVED 07202021 NA2WCMLTR80379E_2022,97.64859656524658,Y0020_WCM_80379E_CINTERNAL APPROVED 07202021,Y0020_WCM_80379E_C INTERNAL APPROVED 07202021,Y0020_WCM 80379E_C INTERNAL APPROVED 07202021,NA2WCMLTR80379E_2022,NA2WCMLTR80379E_2022,NA2WCMLTR80379E_2022,"['Tesseract app code is Y0020_WCM_80379E_C INTERNAL APPROVED 07202021', 'Textract app code is Y0020_WCM_80379E_CINTERNAL APPROVED 07202021', 'Tesseract twenty code is NA2WCMLTR80379E_2022', 'Textract twenty code is NA2WCMLTR80379E_2022']"
21,CUR6470-01_2299_05132023_0001133600-C001194775-00-bottom.tif,20_WCM_106335M_C INTERNALAPPROVED07292022 NA3WCMLTR21990E_0000,38.73432159423828,20_WCM_106335M_C INTERNALAPPROVED07292022,920_WCM_106335M_C INTERNALAPPROVED07292022,Y0020_WCM_106335M_C INTERNAL APPROVED 07292022,,,NA3WCMLTR21990E_0000,"['Textract twenty code is NA3WCMLTR21990E_0000', 'Tesseract app code is 920_WCM_106335M_C INTERNALAPPROVED07292022', 'Textract app code is 20_WCM_106335M_C INTERNALAPPROVED07292022']"
22,CUR6470-01_2299_05132023_0001133600-C001194808-00-bottom.tif,Y0020_WCM_106335M_C INTERNALAPPROVED07292022 NA3WCMLTR21990E_0000,56.37556838989258,YO020_WCM_106335M_C INTERNALAPPROVED07292022,Y0020_WCM_106335M_C INTERNALAPPROVED07292022,Y0020_WCM_106335M_C INTERNAL APPROVED 07292022,,,NA3WCMLTR21990E_0000,"['Textract twenty code is NA3WCMLTR21990E_0000', 'Tesseract app code is Y0020_WCM_106335M_C INTERNALAPPROVED07292022', 'Textract app code is YO020_WCM_106335M_C INTERNALAPPROVED07292022']"
23,CUR6470-01_2299_05132023_0001133601-C001194824-00-bottom.tif,Y0020_WCM_106335M_C INTERNALAPPROVED07292022 NA3WCMLTR21990E_0000,77.96270023794175,Y0020_WCM_106335M_C INTERNALAPPROVEDO7292022,YO020_WCM_106335M_C INTERNALAPPROVED07292022,Y0020_WCM_106335M_C INTERNAL APPROVED 07292022,NA3WCMLTR21990E_0000,NA3SWCMLTR21990E 0000,NA3WCMLTR21990E_0000,"['Tesseract twenty code is NA3SWCMLTR21990E 0000', 'Textract twenty code is NA3WCMLTR21990E_0000', 'Tesseract app code is YO020_WCM_106335M_C INTERNALAPPROVED07292022', 'Textract app code is Y0020_WCM_106335M_C INTERNALAPPROVEDO7292022']"
24,CUR6470-01_2299_05132023_0001133601-C001194907-00-bottom.tif,_WCM_106335M_C INTERNALAPPROVED07292022 NA3WCMLTR21990E_0000,90.6366124379841,_WCM_106335M_C INTERNAIAPPROVED07292022,_WCM_106335M_C INTERNALAPPROVED07292022,Y0020_WCM_106335M_C INTERNAL APPROVED 07292022,NA3WCMLTR21990E_0000,NA3WCMLTR21990E_0000,NA3WCMLTR21990E_0000,"['Tesseract twenty code is NA3WCMLTR21990E_0000', 'Textract twenty code is NA3WCMLTR21990E_0000', 'Tesseract app code is _WCM_106335M_C INTERNALAPPROVED07292022', 'Textract app code is _WCM_106335M_C INTERNAIAPPROVED07292022']"
25,CUR6470-01_2299_05132023_0001133604-C001195039-00-bottom.tif,Y0020_WCM_106335M_C INTERNALAPPROVED07292022 NA3WCMLTR21990E_0000,93.89064457702636,Y0020_WCM_106335M_C INTERNALAPPROVED07292022,YO0020_WCM_106335M_C INTERNALAPPROVED07292022,Y0020_WCM_106335M_C INTERNAL APPROVED 07292022,NA3WCMLTR21990E_0000,NA3WCMLTR21990E_0000,NA3WCMLTR21990E_0000,"['Tesseract twenty code is NA3WCMLTR21990E_0000', 'Textract twenty code is NA3WCMLTR21990E_0000', 'Tesseract app code is YO0020_WCM_106335M_C INTERNALAPPROVED07292022', 'Textract app code is Y0020_WCM_106335M_C INTERNALAPPROVED07292022']"
